title,rating
On Solway Sand,4.6
The Metropolis Case,3.49
Sweet Possession,4.33
The World We Live In A Poetry Book On Societal Issues Part 2,5.0
Divided Kingdom,3.32
In God We Trust: All Others Pay Cash,3.91
The Art of Starving,3.76
Sins of the Lost,4.26
Barmy,4.55
Comanche Moon,4.12
What They Didn't Know,4.33
Babe in Boyland,3.67
"Law School Confidential: A Complete Guide to the Law School Experience: By Students, for Students",3.69
For My Beautiful Black Sister,3.0
The Last Summer (of You and Me),3.59
Black Trillium,3.59
It's Kind of a Funny Story,4.11
Project Paris,3.68
Generation X: Tales for an Accelerated Culture,3.73
Snake and Bacon's Cartoon Cabaret,4.49
99 Coffins,3.79
Time to Let Go,3.98
Outside,3.39
The Storyspinner,3.83
Patrimony,4.19
An Appetite for Murder,3.75
The One You Cannot Have,3.7
Winds of Fury,4.06
The Guide,3.92
Fight Club 2,3.06
The Color of Your Skin Ain't the Color of Your Heart,4.39
"xxxHolic, Vol. 9",4.35
Five Plays,3.92
The Keepsake,3.91
Vinegar Hill,3.39
Robin Hood,3.87
The Railway Children,4.01
White Tiger,3.89
The Girl Savage,3.99
Assassin's Creed: Revelations,4.14
The Search for Alice,4.4
The Icarus Files,3.9
The Princess,4.17
The Timingila,4.18
Bloodchild and Other Stories,4.33
Four Score,4.25
Far Far Away,3.87
Baltimore Chronicles Volume 3,4.39
Super Sons #6,4.21
"Gone, Gone, Gone",3.8
Spindrift,4.62
London Fields,3.71
Trillium,3.85
Dark Taste of Rapture,4.36
Sorcerers and Seers,4.16
Flaubert's Parrot,3.66
Bitten,4.04
Framed,3.88
Shot Through the Heart,4.2
"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",4.02
Emperor of Thorns,4.25
Illusion,3.98
Pale Horse Coming,4.25
How to Spot Scams Online,5.0
Wait,4.2
The Natural Superiority of Women,3.92
Imagined Communities: Reflections on the Origin and Spread of Nationalism (Revised Edition),4.11
"Speculative Journeys: SciFi, fantasy and other strange tales",3.33
Gracie,3.69
The Devil Inside,3.63
"DOCTOR MARI TEACHES ABOUT HEALTHY SELF-LOVE (Psychological Wholeness Series, #5)",5.0
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,4.3
Valiant,3.88
Another Faust,3.18
The Silver Swan,3.97
So Silver Bright,4.03
"New X-Men by Grant Morrison: Ultimate Collection, Book 2",4.15
Counting by 7s,4.16
Evil and the Mask,3.52
Nightbound,4.15
"Is It Wrong to Try to Pick Up Girls in a Dungeon? Light Novels, Vol. 1",4.17
The Breeds Of Man,3.66
The Boat,3.63
Word and Breath,3.62
Cat and Mouse,3.99
Lawless,4.09
Passion Unleashed,4.3
Shadow of Night,4.05
A Night Too Dark,4.15
Golden Words,4.17
The Death of a President: November 1963,4.23
The Lost and Found Journal of a Miner 49er: Vol. 1,4.0
"Case Closed, Vol. 7",4.38
Changing Fate,4.42
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",4.19
Code Zero,4.34
My Secret History,3.83
Shah of Shahs,4.23
The 7½ Deaths of Evelyn Hardcastle,3.89
Favorite Wife: Escape from Polygamy,3.87
Death of a Naturalist,4.28
Under the Eye of God,3.35
Purple,3.57
The Fountains of Silence,4.3
A Lantern in Her Hand,4.13
Voyage of the Beagle,4.03
Apocalypse the Memoir,3.75
A Darkling Plain,4.2
More Than Enough,4.33
Batavia's Graveyard: The True Story of the Mad Heretic Who Led History's Bloodiest Mutiny,4.14
No Hope for Gomez!,3.17
Alice Bliss,3.81
Divine,4.29
Pssst!,4.11
The Wake of the Wind,4.46
That Perfect Someone,3.99
Kiss & Ride,4.0
Zodiac,3.73
Orphans of the Sky,3.8
Sole Survivor,3.79
Island of Shipwrecks,4.44
Snowfall,3.86
The End of Alice,3.6
"Seed Money: The Entrepreneur (The Delegate, #1)",4.07
The Water Witch,3.83
Leap of Faith,3.72
The Little Black Book of Style,3.64
Naked or Dead,4.37
What's the Big Idea?,4.19
The Orange Girl,3.92
Consumed,3.75
Humans of New York,4.48
"The Good, the Bad and the Smug",3.72
Break Me,3.31
Moominpappa's Memoirs,4.2
The Little Book of Talent: 52 Tips for Improving Your Skills,4.09
Everyone Knows What a Dragon Looks Like,4.44
The Fish Can Sing,3.88
Jane Austen and the Archangel,3.38
Exit Unicorns,3.98
Lady of Milkweed Manor,3.89
Chosen at Nightfall,4.35
The Judging Eye,3.98
The Post-Birthday World,3.55
Enigma Variations,3.72
"Eyeshield 21, Vol. 6: Devil Bats Take Flight",4.28
The Doldrums,3.82
Love Is a Many Trousered Thing,4.14
The Mouse and His Child,3.96
The Book of Sand and Shakespeare's Memory,4.14
Shadow Over Kiriath,4.27
The Exile: An Outlander Graphic Novel,3.53
Ilustrado,3.39
More To Life,4.86
Lincoln,4.18
Discount Armageddon,3.85
We Were the Mulvaneys,3.73
Leione's Diary: How Everything Should Have Been,4.0
Wild Blood,3.68
The Island of Lost Horses,4.25
Emerald City,3.25
The Prophetess,3.75
Lord Loss,4.23
The Mirage of Love,3.91
The Body Artist,3.25
"The Arab of the Future: A Childhood in the Middle East, 1978-1984: A Graphic Memoir",4.04
Fatal Voyage,4.04
The Stars Are Fire,3.85
Secrets of the Jedi,3.9
Twilight and History,4.43
Charmed to Death,3.95
Conjunction,4.47
Miracle on 49th Street,4.14
A Terrible Love,3.78
The Clockwork Scarab,3.67
The Baron's Apprenticeship,4.17
The Bands of Mourning,4.41
Polaris,3.87
Eyrie,3.59
"Dear Leader: Poet, Spy, Escapee - A Look Inside North Korea",4.31
Asterix the Legionary,4.3
Eternal Island,3.94
"Bottom of the 33rd: Hope, Redemption, and Baseball's Longest Game",4.05
The 13 Clocks,4.02
The Secret Country,3.59
Goodbye Tsugumi,3.71
The Disintegrating Bloodline Part 1,4.17
The Time Ships,3.94
SPQR: A History of Ancient Rome,4.05
Vampire Zero,3.9
What a Girl Wants,4.03
The Chocolate Lovers' Diet,3.99
The One That Got Away: My SAS Mission Behind Enemy Lines,4.08
Tracy,4.17
The Silent Language,3.73
An Introduction to Functional Grammar,3.95
The Years Distilled: Verses,4.81
The Colossus Rises,3.85
Cruel Kings and Mean Queens,4.09
Brian's Winter,4.02
Moon Crossing Bridge,4.04
Where Wildfires Glow,4.68
Thereby Hangs a Tail,4.02
At Dawn We Slept: The Untold Story of Pearl Harbor,4.19
My Boyfriend Merlin,3.55
After the Storm,4.11
The Resurrection,4.16
The Property of Hate Volume 2,4.48
Dinky the Elf,4.0
Temptation,4.26
The Cassandra Sanction,4.12
Camber of Culdi,3.9
Jillian Jiggs,4.31
The Beastly Beatitudes of Balthazar B,3.94
The BFI Companion to Horror: The British Film Institute,4.11
The Little Paris Bookshop,3.51
Temptation,4.16
HUMANITY Understanding Reality and Inquiring Good,3.4
The Scapegoat,3.98
The Lightning Dreamer: Cuba's Greatest Abolitionist,3.93
How the Mind Works,3.98
Belle: A Retelling of Beauty and the Beast,3.69
More Than Water,4.04
Kindle Paperwhite User's Guide,3.74
The New American Bible,4.52
Red Dust: A Path Through China,3.86
Good Harbor,3.26
Psychedelics Encyclopedia,4.28
A House of Mysteries,4.54
Sound of Midnight,3.54
Hunted,4.15
Pale Phoenix,3.87
Viva Vermont!,3.9
Haunted,3.94
Such a Pretty Girl,3.88
The Final Warning,3.86
Island in the Sea of Time,4.01
Skybowl,4.09
The Dark God's Bride,3.65
The Sunhitcher,4.31
Brown-Eyed Girl,3.94
Gossip Girl,3.52
The Girl with No Shadow,3.84
Creatures of Forever,3.93
The Deadly Hunter,3.83
The Glorious Heresies,3.77
Lies & Omens,3.89
Dreaming War: Blood for Oil and the Cheney-Bush Junta,3.88
In Conquest Born,3.89
Life Expectancy,4.01
In My Father's House,3.86
The House at Riverton,3.94
Fate Is the Hunter,4.54
The Forge of God,3.87
Shatter Me,3.95
Loved by a Dragon,4.25
Unbearable,4.2
Islam In The World,3.77
Rx,3.54
Moon Awakening,3.95
Float Plan,4.39
The Small Hand,3.45
The Tunnel,3.9
Mya the Mermaid: A Rhyming Story about Hope and Embracing Diversities,4.5
Dragon Wing,3.95
Mona Lisa Blossoming,4.0
The Dogs of Christmas,4.03
Invasion of the Sea,3.23
The Memory Room,4.24
Baker Encyclopedia of Christian Apologetics,4.27
A Pressing Engagement,4.01
Prospero Lost,3.55
Darkness Before Dawn,4.29
Heart of Darkness: and Selections from The Congo Diary,3.37
Misborn of the Snowy Reaches,5.0
Forever,3.9
Berenice,3.81
The Neutronium Alchemist 2: Conflict,4.34
Science and Health with Key to the Scriptures,4.26
Priest,3.92
Ravensong,4.47
Ruthless People,4.02
You Only Die Twice,4.38
The New Girls,3.59
That Thing Between Eli & Gwen,4.13
Angel of the West Window,4.1
This Book Is Not Good for You,4.29
The Crossing Places,3.89
King of Thorns,4.2
The Secret Letters of the Monk Who Sold His Ferrari,4.03
The Sky So Heavy,3.95
All Creatures Great and Small / All Things Bright and Beautiful,4.27
Stripped: Twenty Years of Secrets from Inside the Strip Club,3.22
Shadowrise,4.0
Civil War,3.93
Murder on the Leviathan,4.03
The Malay Dilemma,3.86
Possessive Playboy,4.36
The Lost Dreamer,3.66
Crazy House,3.76
The Cosy Teashop in the Castle,3.71
Lord of Midnight,3.75
Pobby and Dingan,3.84
Uncommon Criminals,4.13
Dead City,3.77
Recklessly Yours,4.36
"Lions and Tigers and Crocs, Oh My!: A Pearls Before Swine Treasury",4.39
Zombie,3.34
Bridie and Finn,4.13
Josephine Wall's Palette of Dreams,4.5
"Everything You Know Is Wrong, Book 1: Human Origins",4.09
The Ralph Mouse Collection,4.24
The Last Command,4.23
Gansett After Dark,4.41
Zorgamazoo,4.06
The Darkest Whisper,4.32
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,3.85
Identity Crisis,3.47
Next,3.52
Rock Chick Revolution,4.45
Firebolt,3.98
I and Thou,4.05
The Flanders Panel,3.79
Taking a Shot,4.09
Free Fall,4.43
An Angel from Hell: Real Life on the Front Lines,4.11
Halo: The Fall of Reach,4.27
The Rules of Work: The Unspoken Truth about Getting Ahead in Business,3.72
The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,3.54
Zen and the Art of Vampires,3.99
Clock Without Hands,3.87
Momma and the Meaning of Life: Tales of Psychotherapy,4.04
Beneath a Sunless Sky,4.32
"A Search for God, Book I",4.13
Elites of Eden,4.18
The Wheel of Time Companion,4.15
Jubal's Field Trip To Heaven: Jubal and Chanan Enter Through the Narrow Gate (Jubal's Divine Adventures #1),4.97
The Lost Get-Back Boogie,4.14
What My Girlfriend Doesn't Know,3.95
Plain Pursuit,4.41
The Companions,4.34
Ice Hunt,4.04
The Jalna Saga: All Sixteen Books of the Enduring Classic Series,4.4
The Face of Another,3.77
Wired for Culture: Origins of the Human Social Mind,3.84
The Benefits of Being an Octopus,4.37
The Wide Game,3.88
Dead of Winter,4.33
Elizabeth's Video Fever,3.65
Souvenir,3.74
Corporate Finance,3.88
The Evolution of Claire,4.05
Essentials of Hypnosis,4.05
The Imperfectionists,3.55
No Promises in the Wind,3.67
"Feathered Serpent, Part 1",4.17
Death's Dirty Demands,4.19
The Faerie Guardian,3.97
Letter from the Birmingham Jail,4.7
"Ada, or Ardor: A Family Chronicle",4.14
When You've Been Blessed (Feels Like Heaven),4.53
A Girl Like You,3.95
Diary of a Teenage Fairy Godmother,3.74
In My Father's House,4.28
The Varieties of Religious Experience,3.98
Love Lessons,3.6
The Whim of the Dragon,3.86
Fix You,3.98
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 10",4.29
The Exit,3.53
Anissa's Redemption,4.12
Collected Ghost Stories,4.16
Wild Chase,4.18
Once Broken Faith,4.37
Aghora: At the Left Hand of God,4.23
The Ghost's Child,3.87
The Autumn Republic,4.37
The Witch in the Wood,3.57
Dark Champion,3.81
Everlasting,3.57
The Door Into Summer,4.01
The Farm,3.67
A Gathering of Shadows,4.26
Taming the Beast,3.47
Mao: The Unknown Story,3.8
"Bloodshot, Volume 3: Harbinger Wars",3.72
Maia,4.02
The King's Pleasure,3.31
Beauty Grown From a Concrete Life: Blossoming In My Greatness,4.0
Ilse Witch,3.97
Shadow of a Killer,4.88
A Trip to the Beach: Living on Island Time in the Caribbean,3.92
The Iron Duke,3.86
Eragon's Guide to Alagaësia,4.05
Winterbirth,3.37
Safekeeping,3.54
Falconer,3.65
The Practice of Godliness,4.36
Where the Mountain Meets the Moon,4.27
King of the City,3.72
The Reign of Grace: The Delights and Demands of God's Love,4.05
A Day in the Life of Africa: Photographed by the World's Leading Photojournalists on One Day,4.13
The Storyteller's Daughter: One Woman's Return to Her Lost Homeland,3.83
La poética de la ensoñación (Breviarios),4.21
Blood Communion,3.87
Sunset in Central Park,3.96
Dark River,4.29
A Wanted Woman,4.01
A Chalice of Wind,3.88
Bound to the Prince,3.49
Biker Faith,4.07
The Wedding Wager,3.72
Nobody Knows,3.84
Some Of Your Blood,3.88
On Her Majesty's Secret Service,3.96
Return to Laughter: An Anthropological Novel,3.69
No Greater Love,4.38
The Unexpected Guest: Play (Acting Edition),3.85
Baby V,3.65
Psycho-Cybernetics,4.23
Coin Locker Babies,3.69
The Unabridged Edgar Allan Poe,4.55
Devour,3.76
Scars and Songs,4.28
Jacked Up,3.98
You Win Even When You Lose: 50 Secrets And Tips For Effective And Permanent Weight Loss.,0.0
Philip and the Others,3.44
100 Things You're Not Supposed to Know,3.35
Blood Bath & Beyond,3.9
A Manual for Cleaning Women: Selected Stories,4.19
The Defector,4.3
Reshaping It All: Motivation for Physical and Spiritual Fitness,3.87
Sometimes a Great Notion,4.18
Horrid Henry and the Soccer Fiend,4.08
Pandora's Box,4.19
The Dark at the End,4.2
Coraline and Other Stories,4.1
Depraved Heart,3.62
"Bleach, Volume 02",4.29
Never Eighteen,3.79
The Stone Key,4.19
Way Of The Samurai,3.89
The Various Flavors of Coffee,3.59
Dirty Havana Trilogy,3.76
Stealing Coal,4.18
The White Goddess: A Historical Grammar of Poetic Myth,4.03
The Dumb House,3.86
Stealing Snow,3.18
Shadow,4.24
Devil's Brood,4.37
Twenty Love Poems and a Song of Despair,4.28
Selling Scarlett,3.72
The Darkest Day,3.93
The Coffee Trader,3.74
Ice,3.72
Simple Abundance: A Daybook of Comfort and Joy,3.97
Blood and Chocolate,3.78
No Commitment Required,4.02
"One Moment, One Morning",3.45
The Book of Shadows,3.3
Armor,4.12
Obsession,4.12
14 Hollow Road,4.17
One Vacant Chair,3.84
Perfect Skin,3.74
3 By Flannery O'Connor,4.21
Keeping Faith,3.8
Meditations on the line of harmony,5.0
How to Survive in Your Native Land,4.15
Reasons I Fell for the Funny Fat Friend,3.94
"Absalom, Absalom!",3.97
The Madonnas of Echo Park,3.62
The Dream of Perpetual Motion,3.49
"Stumptown, Vol. 1: The Case of the Girl Who Took Her Shampoo",3.93
The Twistrose Key,3.8
The Broker,3.79
Haunted,4.08
The Reluctant Fundamentalist,3.72
The Officer's Secret,4.15
What Color is your Parachute? Guide to Job-Hunting Online,3.44
The Secret Life of a Witch,3.79
Too Much Flesh and Jabez,3.78
The Private Lives of Pippa Lee,3.21
Blue Shoes and Happiness,4.06
"Citizens of London: The Americans who Stood with Britain in its Darkest, Finest Hour",4.23
If You Ask Me (And of Course You Won't),3.67
Sheep in a Jeep,4.12
The Theory of Everything: The Origin and Fate of the Universe,4.17
Kiss of the Butterfly,4.18
Troublesome Young Men: The Rebels Who Brought Churchill to Power and Helped Save England,4.23
What the Heart Needs,4.1
Secrets She Kept,4.26
Last Stand of Dead Men,4.6
Naamah's Curse,4.13
Scorched,4.2
The Seduction of an English Scoundrel,3.91
The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow,4.17
This Time For Keeps: A wartime saga of tragedy and forbidden love,4.32
For You They Signed,4.6
What a Dragon Should Know,4.32
My Favorite Earthling,3.91
Second Chance,3.75
Pregnant Pause,3.76
Football Betting: How To Increase Your Chances Of Winning,4.5
The Scroll of Seduction,3.72
Witch in the Woods,3.75
In Good Company,4.18
Seventy-Eight Degrees of Wisdom: A Book of Tarot,4.28
"The Authority, Vol. 2: Under New Management",4.16
The Pillow Book of Lotus Lowenstein,3.47
"A Life of Picasso, Vol. 1: The Prodigy, 1881-1906",4.26
The Swimmer,4.04
The Death of Grass,3.88
The Scarlet Lion,4.3
The Lost Writings of Wu Hsin: Pointers to Non Duality in Five Volumes,5.0
I Wish Someone Were Waiting for Me Somewhere,3.53
Sweet Lullaby,3.92
"Love, Sexuality and Matriarchy: About Gender",3.83
The Dark City,3.69
Unspeakable,4.01
The Watcher,4.67
Stories Of The Prophets [peace be upon them],4.49
The Monsters of Otherness,4.08
Fear of Flying,3.45
Bound By Lies,3.87
Fail-Safe,4.16
Indie Bites,4.2
"Garry Kasparov on Fischer: My Great Predecessors, Part IV",4.4
Hominids,3.79
A Christmas Carol,4.06
Feminist Thought,3.93
Fluid: The Approach Applied by Geniuses Over Centuries,4.42
City of Strife,3.99
The Museum of Innocence,3.74
Lie,4.61
The Rise of the Wyrm Lord,4.2
You Know Me Well,3.74
The Princess and the Foal,4.26
Branded by Fire,4.28
Fever,3.78
Dreams of the Ringed Vale,3.98
U.S.A.: The 42nd Parallel / 1919 / The Big Money,4.11
The Biggest Secret: The Book That Will Change the World,3.78
Bang,4.03
Jinx,4.04
The Storyteller's Daughter: A Retelling of the Arabian Nights,3.79
House of Shadows,3.86
Catherine the Great: Portrait of a Woman,3.92
If You Give a Mouse a Brownie,3.89
Out of Line,3.93
Inquest,3.59
Matter,4.08
The Technologists,3.51
"Runaways, Vol. 1: Pride and Joy",3.97
The Road to Los Angeles,3.82
Milkweed,4.01
Where's Waldo? The Fantastic Journey,4.23
Glory,3.7
The Interrupted Tale,4.2
Percy Gloom,3.76
To Have or to Be? The Nature of the Psyche,4.19
Highland Wolf Pact,3.62
Eye for Eye,4.3
Dialogue with Death: A Journey Through Consciousness,4.23
T2: Rising Storm,3.93
Baltimore Chronicles Volume 1,4.25
Chance Fortune and the Outlaws,3.95
Smoke and Mirrors: Short Fiction and Illusions,4.02
The Dark One,3.87
"The Small House at Allington, Volume 2",4.18
Strangers in Death,4.31
The Cat Who Turned On and Off,3.96
"Lean Hospitals: Improving Quality, Patient Safety, and Employee Satisfaction",4.01
Fledge,4.08
Criminology For Dummies,3.82
The Last Echo,4.14
Mary Poppins in the Park,4.12
One Week Girlfriend,3.93
Blessings,3.6
Four Truths and a Lie,4.12
Tailchaser's Song,3.97
The Tiniest Elf,4.47
Yuri Is My Job! 1,3.72
Peter Pan in Kensington Gardens / Peter and Wendy,4.03
First Blood: A Kaden Bonus Book,4.61
Fear the Fantastic,3.89
Facing Demons,4.0
Doctor Glas,3.83
Against the Gods: The Remarkable Story of Risk,3.98
Colters' Lady,4.01
Crystal Storm,4.24
Spork,3.92
Where Things Come Back,3.8
Tale of Dan de Lion,5.0
Prague,3.06
Twenties Girl,3.83
Go For Launch!: An Illustrated History of Cape Canaveral,3.71
Never Die Alone,4.3
The Occult,3.92
The Pride of the Peacock,3.86
Killer Show,4.36
Tilt,4.58
The Haunted Cabin Mystery,3.83
Feast Day of Fools,3.96
Tattered on My Sleeve,4.35
Heavenly,3.74
Fear and Loathing in Las Vegas,4.08
For the Love of Anna,3.91
Storm of Steel,4.14
MirrorMask,3.87
Blue Smoke,4.0
A Good Man is Hard to Find and Other Stories,4.21
The Bhagavad Gita: A Walkthrough for Westerners,4.37
Eye of the Oracle,4.11
The Awakening,3.65
The Nibelungenlied,3.87
An Elegant Façade,4.09
Code of the Clans,4.2
Torn,3.91
From Harlem With Love,4.33
Firehouse,4.0
True Blood Collection,4.44
Six Days of the Condor,4.09
Mistaken Kiss,3.86
Darklove,4.2
Prem Raas: Gujarati Edition,4.67
In the Clearing,4.27
The Nightlife: New York,3.49
Extreme Measures,4.3
Matchpoints,4.61
The Return to Zion,4.39
Disney's - Cinderella (Disney Classics),3.82
"Cornerstone (Endless Inheritance, #1)",4.33
Peter Pan: or The Boy Who Would Not Grow Up: A Fantasy in Five Acts,4.01
Brutal Youth,3.71
Twisted Bitch,4.26
Asking For Trouble,3.61
Now I'll Tell You Everything,4.13
The Sacred Art of Stealing,4.3
Hunter Brown and the Secret of the Shadow,4.07
Remember When,4.23
Play It As It Lays,3.88
The Book of Sorrows,4.06
A Murder Is Announced,3.99
The Cantos,3.93
Sword-Born,4.04
This Kind of War: A Study in Unpreparedness,3.93
Titanic: The Long Night,3.95
A Miracle of Catfish,4.14
In the Ocean of Night,3.66
Six Wakes,3.84
Three-Martini Lunch,3.8
A Sudden Crush,3.94
Agent of Change,4.17
Divergent Official Illustrated Movie Companion,4.34
I Heard God Laughing: Poems of Hope and Joy,4.5
One Night in Winter,3.94
Out of the Ashes,3.89
Mafia Chic,3.66
Awareness: A de Mello Spirituality Conference in His Own Words,4.26
Been So Long 2 (Body And Soul),4.46
Pegasus in Space,4.13
The Borrowers Afloat,4.05
The Measly Middle Ages,3.99
"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",4.34
The Forest,4.02
Goddess,4.23
Tasting Beer: An Insider's Guide to the World's Greatest Drink,4.25
The Man at the Door,4.02
Tangerine,3.61
The Planet Savers,3.74
What is Not Yours is Not Yours,3.64
The Forever of Ella and Micha,4.09
Mona Lisa Awakening,3.79
The First Folio of Shakespeare: 1623,4.79
The Golden Hustla,4.4
The Dark Side of Nowhere,3.69
A Table for Three,3.94
Servant To The Wolf,4.46
If You Leave,4.12
Back-Up,4.04
Bigger than Hitler – Better than Christ,3.49
Dawnspell,4.05
The Advocate,4.03
Friends With Partial Benefits,3.37
Michael,3.68
Revealed,4.13
Pomegranate Soup,3.58
Only Love,3.51
"The Kabbalah of Jesus Christ, Part 1 The True Good Tidings",5.0
Stolen by an Alien,4.04
The Black Widow,4.32
Theodore Rex,4.18
The China Garden,4.1
What the Robin Knows: How Birds Reveal the Secrets of the Natural World,4.08
Then We Came to the End,3.46
The Darkest Evening of the Year,3.74
A Light in the Window,4.25
Johnny Got His Gun,4.18
"Why We Want You To Be Rich: Two Men, One Message",3.91
Cara's Twelve,3.95
Two Weeks with a SEAL,4.05
The Storybook of Legends,4.07
The Simple Faith of Mister Rogers: Spiritual Insights from the World's Most Beloved Neighbor,4.15
In the Midst of Life,4.11
The Fool's Progress,4.22
Wyvern,4.16
The Book of Eve,3.88
The Roman Revolution,4.24
The Princess and the Three Knights,4.3
S.O.L.A.D.™: Soldiers of Light Against Darkness™,4.6
Delta of Venus,3.62
Diamond Duo,3.43
Monster,3.76
Take,4.43
Start Something That Matters,4.02
Una Historia de Ayer,4.69
Season of the Witch,3.72
Kicking Off: Why hooliganism and racism are killing football,3.33
My Lover's Lover,3.29
Switchers,3.79
The Covenant of the Flame,3.94
Revenge (aka The Stars’ Tennis Balls),3.8
Just in Case,3.2
The Squirrel that Dreamt of Madness,4.06
The Day of the Owl,3.84
Inside the Shadow City,4.06
Liar's Poker,4.15
Taking Shots,3.92
Caribbee,3.48
All Rights Reserved,3.69
The Four Corners of the Sky,3.31
The House on the Borderland,3.64
A Map of the World According to Illustrators and Storytellers,4.38
Smog City,4.38
Party Games,3.43
Forging Zero,4.1
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,4.13
The Tower,4.06
Tishomingo Blues,3.69
"Psyren, Vol. 1: Urban Legend",4.18
Leverage,3.95
Freak of Nature,3.59
The Fire Ascending,4.19
Here's the Story: Surviving Marcia Brady and Finding My True Voice,3.49
Lana,3.91
Love... And Sleepless Nights,4.06
"Bananas, Beaches and Bases: Making Feminist Sense of International Politics",4.13
Pants on Fire,3.65
Black Wind,4.25
Don’t Tell Mummy: A True Story of the Ultimate Betrayal,4.04
On the Shortness of Life,4.23
Valencia,3.76
Heaven,4.03
Wicked Werewolves,4.07
Yayati: A Classic Tale of Lust,4.08
To Catch a Mermaid,3.92
Scorched,3.78
The Bruce Trilogy: The Steps to the Empty Throne / The Path of the Hero King / The Price of the King's Peace,4.3
Tell Me It's Real,4.26
The Lives of a Cell: Notes of a Biology Watcher,4.15
Redheart,3.74
Rominus: The Initiation,4.09
To the Finland Station,4.11
The Case for God,3.79
The Pirate Daughter's Promise,3.82
Segu,4.12
On the Banks of Plum Creek,4.2
Legend Trilogy Boxed Set,4.59
Unleash the POWER of Branding: The Smart Guide to Branding for Beginners,5.0
The Lady in Blue,3.17
"Writer's Market Companion: The Essential Guide to Starting Your Project, Getting It Published, and Getting Paid",3.79
"Three Kings, One Night",4.26
Mistress,3.61
Trapped!,4.58
"Blood, Body and Mind",3.82
Bluegrass State of Mind,4.01
Derby Days: Local Football Rivalries and Feuds,3.55
Tersias the Oracle,3.2
The Kissing Hand,4.42
Einstein: His Life and Universe,4.13
Avenging Agent,3.84
"Go, Dog. Go!",4.1
Cryptid Hunters,4.19
Buck Rogers in the 25th Century: The Complete Newspaper Dailies Volume 8,4.33
Perfect for You,3.81
"Bleach, Volume 13",4.36
Ravensoul,4.02
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",4.38
Flirting for Success: The Art of Building Rapport,3.6
Shark Girl,3.86
The Devil; What does he look like,3.75
Falling Stars,3.91
Give It Back,3.8
In the Courts of the Sun,3.31
The Fire-Dwellers,3.9
The Queen's Bastard,3.14
Wild Magic,4.29
Push Girl,3.95
Low Red Moon,3.62
Turn Coat,4.42
Escape from Shangri-La,3.81
The Little Country,4.07
Swan Song,4.28
Reviving Ophelia: Saving the Selves of Adolescent Girls,3.87
"Clarissa, or, the History of a Young Lady",3.37
Three French Hens,3.78
The Confession,3.85
The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,3.45
Assumption,4.15
El coleccionista de lágrimas,3.92
Snow in Summer,3.5
Article Three,3.89
East End Jubilee,4.04
Lovely Wicked,3.51
Body of Evidence,4.02
Critique of Cynical Reason,4.28
"Road Work: Among Tyrants, Heroes, Rogues, and Beasts",3.74
The Tibetan Book of Living and Dying,4.2
John Donne: Everyman's Poetry,4.0
The House on Mango Street,3.65
November of the Heart,4.05
Shroud,4.88
A Thousand Letters,3.86
Republic's Chosen,3.89
Passionate Housewives Desperate for God: Fresh Vision for the Hopeful Homemaker,4.01
Zoya's Story: An Afghan Woman's Struggle for Freedom,3.95
The Gay Science,4.26
The Ruby Princess Runs Away,3.83
The Shrinking Man,3.8
No Great Mischief,4.02
Dragon of Legend: Destiny: Fantasy Dragon Adventure,4.72
The Rest of the Robots,4.09
"Judevine: The Complete Poems, 1970-1990",4.15
Think Like a Champion: An Informal Education in Business and Life,3.8
The Whip,3.91
Little Women,4.09
The Cause,4.25
The Reckoning,4.03
The First Global Village: How Portugal Changed the World,3.95
Hudson House,3.64
Legacy of Silence,3.92
Les Chants de Maldoror,4.18
The Vampire Hunter's Daughter,3.68
The Sound of Stars,3.95
"I, Claudius",4.23
Spells & Sleeping Bags,4.05
One Was Lost,3.75
Mutant Message From Forever,3.73
Birthright,4.03
Into the Tiger's Jaw: America's First Black Marine Aviator: The Autobiography of Lt. Gen. Frank E. Petersen,4.05
The Symposium,4.05
Supernatural,4.12
Attack of the Fiend,4.2
Carmilla,3.82
I Have Lived a Thousand Years,4.16
Dinner with a Perfect Stranger / Day with a Perfect Stranger Boxed Set,4.27
Rift,4.14
Soulmate,4.09
"Home Comfort: Stories and Scenes of Life on Total Loss Farm,",4.0
Life and Death are Wearing Me Out,3.99
Betrayal of Justice,4.32
The Tower on the Rift,3.93
Recall Abortion: Ending the Abortion Industry's Exploitation of Women,4.39
The Practice of Poetry: Writing Exercises From Poets Who Teach,4.05
The Dog in the Manger,3.67
Nefertiti,4.07
The God Virus: How Religion Infects Our Lives and Culture,3.98
Who We Are,4.45
My Loose Thread,3.48
